,geometry,cartodb_id,objectid,dc_dist,psa,dispatch_date_time,dispatch_date,dispatch_time,hour_,dc_key,location_block,ucr_general,text_general_code,point_x,point_y
1702,POINT (-75.14998 39.924714),243622,256015,3,2,2019-01-02T04:50:00Z,2019-01-02,04:50:00,4,201903000301,200 BLOCK SIGEL ST,400,Aggravated Assault No Firearm,-75.1499797,39.92471379
1703,POINT (-75.178713 39.996562),244218,259256,22,2,2019-05-18T02:29:00Z,2019-05-18,02:29:00,2,201922041063,2900 BLOCK W OAKDALE ST,400,Aggravated Assault Firearm,-75.17871337,39.99656152
1704,POINT (-75.128547 40.022284),244535,257636,25,2,2019-07-31T17:41:00Z,2019-07-31,17:41:00,17,201925062496,200 BLOCK W WYOMING AVE,400,Aggravated Assault No Firearm,-75.12854653,40.02228431
1705,POINT (-75.15369200000001 39.967442),244511,257220,6,1,2019-04-23T22:41:00Z,2019-04-23,22:41:00,22,201906018739,1000 BLOCK PARRISH ST,400,Aggravated Assault Firearm,-75.15369155,39.96744242
1706,POINT (-75.114684 40.020424),244531,257632,25,2,2019-04-11T16:46:00Z,2019-04-11,16:46:00,16,201925028325,RORER ST / BINGHAM ST,400,Aggravated Assault No Firearm,-75.11468424,40.02042405
1707,POINT (-75.192335 39.934095),244558,258048,17,2,2019-10-17T19:08:00Z,2019-10-17,19:08:00,19,201917048905,1500 BLOCK S DOVER ST,400,Aggravated Assault Firearm,-75.1923346,39.93409514
1708,POINT (-75.165935 39.971598),244952,257664,22,3,2019-12-22T01:27:00Z,2019-12-22,01:27:00,1,201922112078,1700 BLOCK CAMBRIDGE ST,400,Aggravated Assault Firearm,-75.16593477,39.97159795
1709,POINT (-75.204842 39.966659),244883,256475,16,2,2019-03-21T13:12:00Z,2019-03-21,13:12:00,13,201916011816,4000 BLOCK BROWN ST,400,Aggravated Assault No Firearm,-75.20484216,39.96665913
1710,POINT (-75.204842 39.966659),244884,256476,16,2,2019-03-21T15:25:00Z,2019-03-21,15:25:00,15,201916011822,4000 BLOCK BROWN ST,400,Aggravated Assault No Firearm,-75.20484216,39.96665913
1711,POINT (-75.231567 39.921341),245641,255309,12,3,2019-01-09T01:54:00Z,2019-01-09,01:54:00,1,201912002001,S 66TH ST / ELMWOOD AV,400,Aggravated Assault Firearm,-75.23156691,39.92134099
1712,POINT (-75.17946600000001 40.011467),245442,258928,39,1,2019-06-08T02:14:00Z,2019-06-08,02:14:00,2,201939047580,3200 BLOCK DEFENSE TER,400,Aggravated Assault No Firearm,-75.17946576,40.01146652
1713,POINT (-75.127724 40),245231,255687,25,3,2019-11-04T03:37:00Z,2019-11-04,03:37:00,3,201925089580,3300 BLOCK N WATER ST,400,Aggravated Assault Firearm,-75.12772359,39.99999974
1714,POINT (-75.127724 40),245232,255688,25,3,2019-12-02T17:58:00Z,2019-12-02,17:58:00,17,201925097592,N WATER ST / E ONTARIO ST,400,Aggravated Assault Firearm,-75.12772359,39.99999974
1715,POINT (-75.181281 39.98113),245484,259356,22,4,2019-12-23T01:31:00Z,2019-12-23,01:31:00,1,201922112313,1600 BLOCK N DOVER ST,400,Aggravated Assault No Firearm,-75.18128076,39.98113034
1716,POINT (-75.21383899999999 40.002379),245710,256518,19,3,2019-12-06T13:56:00Z,2019-12-06,13:56:00,13,201919109148,4100 BLOCK MONUMENT RD,400,Aggravated Assault No Firearm,-75.21383859,40.00237921
1717,POINT (-75.21383899999999 40.002379),245711,256519,19,3,2019-12-06T13:56:00Z,2019-12-06,13:56:00,13,201919109149,4100 BLOCK MONUMENT RD,400,Aggravated Assault No Firearm,-75.21383859,40.00237921
1718,POINT (-75.204842 39.966659),245407,258120,16,2,2019-11-06T13:12:00Z,2019-11-06,13:12:00,13,201916054795,4000 BLOCK BROWN ST,400,Aggravated Assault No Firearm,-75.20484216,39.96665913
1719,POINT (-75.148337 40.02047),245817,258132,35,2,2019-10-25T18:30:00Z,2019-10-25,18:30:00,18,201935097699,1300 BLOCK W ROOSEVELT BLVD,400,Aggravated Assault No Firearm,-75.14833707,40.02046971
1720,POINT (-75.176018 40.057883),249564,266284,14,1,2019-08-30T11:37:00Z,2019-08-30,11:37:00,11,201914080930,6600 BLOCK BLAKEMORE ST,400,Aggravated Assault No Firearm,-75.17601756,40.0578831
1721,POINT (-75.184674 39.925042),246501,263990,1,1,2019-01-28T15:38:00Z,2019-01-28,15:38:00,15,201901003733,2300 BLOCK JACKSON ST,400,Aggravated Assault No Firearm,-75.18467399,39.92504198
1722,POINT (-75.136498 40.045314),246896,263580,35,1,2019-06-10T01:38:00Z,2019-06-10,01:38:00,1,201935051735,6100 BLOCK N 10TH ST,400,Aggravated Assault No Firearm,-75.13649817,40.04531446
1723,POINT (-75.150171 39.929349),246931,264034,3,2,2019-10-10T09:37:00Z,2019-10-10,09:37:00,9,201903073953,E MOYAMENSING AV / DICKINSON ST,400,Aggravated Assault Firearm,-75.15017092,39.92934869
1724,POINT (-75.230552 39.966023),247187,261517,19,2,2019-06-25T02:34:00Z,2019-06-25,02:34:00,2,201919054281,5500 BLOCK PEARL ST,400,Aggravated Assault No Firearm,-75.23055199,39.96602322
1725,POINT (-75.238997 39.981929),248994,263721,19,1,2019-03-13T11:57:00Z,2019-03-13,11:57:00,11,201919020389,5800 BLOCK LANCASTER AVE,400,Aggravated Assault No Firearm,-75.23899715,39.98192857
1726,POINT (-75.149334 40.038782),249115,265837,35,3,2019-06-05T16:19:00Z,2019-06-05,16:19:00,16,201935050025,1600 BLOCK W OLNEY AVE,400,Aggravated Assault No Firearm,-75.1493341,40.03878185
1727,POINT (-75.109021 40.037278),249345,262884,2,2,2019-12-12T10:12:00Z,2019-12-12,10:12:00,10,201902068357,500 BLOCK ADAMS AVE,400,Aggravated Assault No Firearm,-75.10902073,40.03727814
1728,POINT (-75.147722 39.998423),249447,264197,25,4,2019-09-22T08:56:00Z,2019-09-22,08:56:00,8,201925076891,3000 BLOCK N WARNOCK ST,400,Aggravated Assault Firearm,-75.14772193,39.99842284
1729,POINT (-75.137362 40.045033),246017,254894,35,1,2019-08-24T19:39:00Z,2019-08-24,19:39:00,19,201935077932,1000 BLOCK W SPENCER AVE 202,400,Aggravated Assault No Firearm,-75.13736239,40.04503268
1730,POINT (-75.14728700000001 40.002495),246549,264433,25,4,2019-04-08T16:04:00Z,2019-04-08,16:04:00,16,201925027439,1100 BLOCK W WESTMORELAND ST,400,Aggravated Assault No Firearm,-75.14728677,40.00249516
1731,POINT (-75.15700699999999 40.012778),247050,266123,39,2,2019-11-14T13:52:00Z,2019-11-14,13:52:00,13,201939097685,N 18TH ST / PULASKI AV,400,Aggravated Assault No Firearm,-75.15700748,40.01277773
1732,POINT (-75.182586 39.931996),248816,260798,17,3,2019-10-20T11:21:00Z,2019-10-20,11:21:00,11,201917049266,2200 BLOCK FERNON ST,400,Aggravated Assault Firearm,-75.18258632,39.93199569
1733,POINT (-75.16830400000001 39.99644),249096,265427,39,3,2019-02-16T19:03:00Z,2019-02-16,19:03:00,19,201939014331,2700 BLOCK N HEMBERGER ST,400,Aggravated Assault Firearm,-75.16830381,39.99644048
1734,POINT (-75.16926100000001 39.921134),248213,264531,3,3,2019-11-18T18:57:00Z,2019-11-18,18:57:00,18,201903084716,2300 BLOCK S BROAD ST,400,Aggravated Assault No Firearm,-75.16926071,39.92113448
1735,POINT (-75.109021 40.037278),248555,263277,2,2,2019-07-14T19:10:00Z,2019-07-14,19:10:00,19,201902039424,500 BLOCK ADAMS AVE,400,Aggravated Assault No Firearm,-75.10902073,40.03727814
1736,POINT (-75.052249 40.017041),248858,261619,15,2,2019-05-26T15:40:00Z,2019-05-26,15:40:00,15,201915051666,6200 BLOCK KEYSTONE ST,400,Aggravated Assault No Firearm,-75.05224872,40.01704077
1737,POINT (-75.153443 39.966683),248880,262030,6,1,2019-11-20T18:38:00Z,2019-11-20,18:38:00,18,201906060397,800 BLOCK N 10TH ST,400,Aggravated Assault Firearm,-75.15344326,39.96668253
1738,POINT (-75.154506 39.986057),249035,264575,22,1,2019-04-23T17:51:00Z,2019-04-23,17:51:00,17,201922033277,1300 BLOCK W SUSQUEHANNA AVE,400,Aggravated Assault No Firearm,-75.15450622,39.98605657
1739,POINT (-75.177002 40.011928),249171,259985,39,1,2019-05-11T18:19:00Z,2019-05-11,18:19:00,18,201939038291,3200 BLOCK MC MICHAEL ST,400,Aggravated Assault Firearm,-75.17700226,40.01192783
1740,POINT (-75.177002 40.011928),249172,259986,39,1,2019-06-11T17:33:00Z,2019-06-11,17:33:00,17,201939048630,3200 BLOCK MC MICHAEL ST,400,Aggravated Assault No Firearm,-75.17700226,40.01192783
1741,POINT (-75.168654 39.995986),249536,265863,39,3,2019-12-28T20:07:00Z,2019-12-28,20:07:00,20,201939110610,2200 BLOCK W LEHIGH AVE,400,Aggravated Assault No Firearm,-75.16865433,39.99598636
1742,POINT (-75.16980100000001 40.038885),249794,263335,14,2,2019-06-24T04:54:00Z,2019-06-24,04:54:00,4,201914057979,5600 BLOCK HEISKELL ST,400,Aggravated Assault No Firearm,-75.16980112,40.03888532
1743,POINT (-75.14381299999999 40.038886),247515,260287,35,1,2019-01-08T02:34:00Z,2019-01-08,02:34:00,2,201935001812,1300 BLOCK W OLNEY AVE,400,Aggravated Assault No Firearm,-75.14381298,40.03888567
1744,POINT (-75.148168 40.032307),249313,262072,35,3,2019-12-02T11:42:00Z,2019-12-02,11:42:00,11,201935108766,5100 BLOCK N 15TH ST,400,Aggravated Assault No Firearm,-75.14816846,40.03230655
1745,POINT (-75.224718 39.954691),249819,263755,18,2,2019-08-07T16:45:00Z,2019-08-07,16:45:00,16,201918070475,5100 BLOCK SPRUCE ST,400,Aggravated Assault No Firearm,-75.22471789,39.95469058
1746,POINT (-75.233564 39.940944),250023,260045,12,4,2019-07-01T20:50:00Z,2019-07-01,20:50:00,20,201912054401,5700 BLOCK HADFIELD ST,400,Aggravated Assault No Firearm,-75.23356367,39.94094426
1747,POINT (-75.161169 39.963617),250364,265513,9,3,2019-03-08T16:44:00Z,2019-03-08,16:44:00,16,201909009415,500 BLOCK N BROAD ST,400,Aggravated Assault No Firearm,-75.16116899,39.96361713
1748,POINT (-75.07666 40.019897),253047,261879,15,1,2019-11-18T22:56:00Z,2019-11-18,22:56:00,22,201915120218,1700 BLOCK DYRE ST,400,Aggravated Assault Firearm,-75.07665962,40.01989687
1749,POINT (-75.154332 39.970249),250557,262133,22,3,2019-09-20T22:38:00Z,2019-09-20,22:38:00,22,201922083959,1100 BLOCK W HARPER ST,400,Aggravated Assault Firearm,-75.154332,39.97024942
1750,POINT (-75.161169 39.963617),250761,265117,9,3,2019-03-08T14:32:00Z,2019-03-08,14:32:00,14,201909009396,500 BLOCK N BROAD ST,400,Aggravated Assault No Firearm,-75.16116899,39.96361713
1751,POINT (-75.169011 39.930554),250775,265527,17,3,2019-08-01T11:53:00Z,2019-08-01,11:53:00,11,201917034999,1400 BLOCK TASKER ST,400,Aggravated Assault No Firearm,-75.16901124,39.93055407
1752,POINT (-75.222171 39.923923),251364,261370,12,3,2019-08-08T21:55:00Z,2019-08-08,21:55:00,21,201912067322,S 61ST ST / LINDBERGH BLVD,400,Aggravated Assault Firearm,-75.22217068,39.92392302
1753,POINT (-74.99916 40.077231),251493,263463,8,2,2019-04-18T00:36:00Z,2019-04-18,00:36:00,0,201908013976,9900 BLOCK ACADEMY RD,400,Aggravated Assault Firearm,-74.99915969,40.07723109
1754,POINT (-74.99916 40.077231),251495,263465,8,2,2019-07-16T02:00:00Z,2019-07-16,02:00:00,2,201908024945,9900 BLOCK ACADEMY RD,400,Aggravated Assault No Firearm,-74.99915969,40.07723109
1755,POINT (-75.22556899999999 39.939982),253290,252027,12,4,2019-02-04T21:11:00Z,2019-02-04,21:11:00,21,201912009279,5400 BLOCK SPRINGFIELD AVE,400,Aggravated Assault No Firearm,-75.22556892,39.93998154
1756,POINT (-75.228252 39.961163),253291,252028,19,2,2019-06-11T21:06:00Z,2019-06-11,21:06:00,21,201919050041,0 BLOCK N 54TH ST,400,Aggravated Assault Firearm,-75.22825238,39.96116315
1757,POINT (-75.175743 39.981668),251045,263012,22,4,2019-07-29T01:32:00Z,2019-07-29,01:32:00,1,201922065460,1700 BLOCK N 25TH ST,400,Aggravated Assault Firearm,-75.17574288,39.98166832
1758,POINT (-75.173154 39.953625),251068,263431,9,2,2019-12-26T16:11:00Z,2019-12-26,16:11:00,16,201909054482,0 BLOCK N 20TH ST,400,Aggravated Assault Firearm,-75.17315355,39.95362513
1759,POINT (-75.178239 39.99862),252074,266036,39,3,2019-03-06T14:10:00Z,2019-03-06,14:10:00,14,201939019348,N 29TH ST / W SOMERSET ST,400,Aggravated Assault No Firearm,-75.17823938,39.99862015
1760,POINT (-75.15284200000001 39.986975),252574,261015,22,1,2019-11-15T16:58:00Z,2019-11-15,16:58:00,16,201922102045,2200 BLOCK N CAMAC ST,400,Aggravated Assault Firearm,-75.15284215,39.98697547
1761,POINT (-75.147676 40.049699),253261,251602,35,3,2019-03-21T18:05:00Z,2019-03-21,18:05:00,18,201935024581,1700 BLOCK MEDARY AVE,400,Aggravated Assault Firearm,-75.14767614,40.04969859
1762,POINT (-75.227311 39.934649),250884,260507,12,4,2019-06-18T15:25:00Z,2019-06-18,15:25:00,15,201912049949,5800 BLOCK KINGSESSING AVE,400,Aggravated Assault No Firearm,-75.22731084,39.93464923
1763,POINT (-75.18072600000001 39.951389),251859,262639,9,1,2019-07-05T08:49:00Z,2019-07-05,08:49:00,8,201909026847,2400 BLOCK WALNUT ST,400,Aggravated Assault No Firearm,-75.18072585,39.9513887
1764,POINT (-75.18072600000001 39.951389),251860,262640,9,1,2019-07-05T08:49:00Z,2019-07-05,08:49:00,8,201909026848,2400 BLOCK WALNUT ST,400,Aggravated Assault No Firearm,-75.18072585,39.9513887
1765,POINT (-75.15742299999999 39.948456),252007,265186,6,3,2019-04-02T15:31:00Z,2019-04-02,15:31:00,15,201906014928,200 BLOCK S 10TH ST,400,Aggravated Assault No Firearm,-75.15742256,39.94845574
1766,POINT (-75.15742299999999 39.948456),252008,265187,6,3,2019-05-09T13:11:00Z,2019-05-09,13:11:00,13,201906021471,200 BLOCK S 10TH ST,400,Aggravated Assault No Firearm,-75.15742256,39.94845574
1767,POINT (-75.18668700000001 39.974989),253322,252848,22,4,2019-05-20T13:23:00Z,2019-05-20,13:23:00,13,201922041747,N 31ST ST / W GIRARD AVE,400,Aggravated Assault No Firearm,-75.18668721,39.97498925
1768,POINT (-75.16795399999999 39.994024),253561,249921,22,2,2019-02-21T12:29:00Z,2019-02-21,12:29:00,12,201922015117,2200 BLOCK W HUNTINGDON ST,400,Aggravated Assault Firearm,-75.16795385,39.99402416
1769,POINT (-75.07329799999999 40.012553),250420,266352,15,1,2019-04-08T17:10:00Z,2019-04-08,17:10:00,17,201915032538,2100 BLOCK WAKELING ST,400,Aggravated Assault No Firearm,-75.07329758,40.01255307
1770,POINT (-75.222702 39.963349),250788,265540,16,2,2019-03-23T01:10:00Z,2019-03-23,01:10:00,1,201916012078,200 BLOCK RAMSEY ST,400,Aggravated Assault No Firearm,-75.22270192,39.96334928
1771,POINT (-75.157939 40.04913),253107,262716,35,3,2019-12-04T16:55:00Z,2019-12-04,16:55:00,16,201935109429,6200 BLOCK E WISTER ST,400,Aggravated Assault No Firearm,-75.15793886,40.0491301
1772,POINT (-75.17438199999999 40.039186),253672,251625,14,2,2019-05-26T22:19:00Z,2019-05-26,22:19:00,22,201914048962,200 BLOCK E RITTENHOSE ST,400,Aggravated Assault Firearm,-75.17438227,40.03918604
1773,POINT (-75.12468 40.021326),253584,250336,25,2,2019-05-28T17:18:00Z,2019-05-28,17:18:00,17,201925042447,100 BLOCK W WYOMING AVE,400,Aggravated Assault No Firearm,-75.12468009,40.02132562
1774,POINT (-75.18557800000001 39.988694),253696,252045,22,2,2019-02-16T12:09:00Z,2019-02-16,12:09:00,12,201922013741,3200 BLOCK DIAMOND ST,400,Aggravated Assault No Firearm,-75.18557751,39.98869359
1775,POINT (-75.18557800000001 39.988694),253697,252046,22,2,2019-05-13T08:18:00Z,2019-05-13,08:18:00,8,201922039516,3200 BLOCK DIAMOND ST,400,Aggravated Assault No Firearm,-75.18557751,39.98869359
1776,POINT (-75.17894 40.01088),253854,247862,39,1,2019-01-01T20:13:00Z,2019-01-01,20:13:00,20,201939000181,3200 BLOCK DEFENSE TER,400,Aggravated Assault Firearm,-75.1789403,40.01087991
1777,POINT (-75.17894 40.01088),253855,247863,39,1,2019-01-23T20:35:00Z,2019-01-23,20:35:00,20,201939006750,3200 BLOCK DEFENSE TER,400,Aggravated Assault Firearm,-75.1789403,40.01087991
1778,POINT (-75.17894 40.01088),253856,247864,39,1,2019-01-24T17:00:00Z,2019-01-24,17:00:00,17,201939007075,3200 BLOCK DEFENSE TER,400,Aggravated Assault Firearm,-75.1789403,40.01087991
1779,POINT (-75.217006 39.929672),254016,250379,12,3,2019-07-07T09:03:00Z,2019-07-07,09:03:00,9,201912055948,5600 BLOCK HARLEY DR,400,Aggravated Assault No Firearm,-75.21700578,39.92967172
1780,POINT (-75.175707 39.933434),253881,248275,17,3,2019-11-01T19:45:00Z,2019-11-01,19:45:00,19,201917051094,1400 BLOCK S 19TH ST,400,Aggravated Assault No Firearm,-75.17570662,39.93343446
1781,POINT (-75.14001399999999 40.006177),254820,250007,25,4,2019-10-14T17:14:00Z,2019-10-14,17:14:00,17,201925083075,N MARSHALL ST / W VENANGO ST,400,Aggravated Assault No Firearm,-75.1400141,40.00617721
1782,POINT (-74.97501699999999 40.080421),254228,247451,8,3,2019-01-25T10:51:00Z,2019-01-25,10:51:00,10,201908003254,11000 BLOCK KNIGHTS RD,400,Aggravated Assault No Firearm,-74.97501699,40.08042057
1783,POINT (-74.97501699999999 40.080421),254229,247452,8,3,2019-11-13T15:23:00Z,2019-11-13,15:23:00,15,201908038860,11000 BLOCK KNIGHTS RD,400,Aggravated Assault No Firearm,-74.97501699,40.08042057
1784,POINT (-75.178957 39.975418),254426,250396,22,4,2019-11-12T23:36:00Z,2019-11-12,23:36:00,23,201922101347,2600 BLOCK W THOMPSON ST,400,Aggravated Assault No Firearm,-75.17895723,39.97541823
1785,POINT (-75.109514 40.001188),254558,252521,24,1,2019-12-07T10:55:00Z,2019-12-07,10:55:00,10,201924119062,3500 BLOCK PALMETTO ST,400,Aggravated Assault No Firearm,-75.10951436,40.00118845
1786,POINT (-75.146612 40.051704),254868,250863,35,3,2019-04-04T10:53:00Z,2019-04-04,10:53:00,10,201935029275,6400 BLOCK N 17TH ST,400,Aggravated Assault No Firearm,-75.14661216,40.05170354
1787,POINT (-75.110737 40.013519),255020,253322,25,1,2019-11-29T22:35:00Z,2019-11-29,22:35:00,22,201925096871,800 BLOCK BRISTOL ST,400,Aggravated Assault Firearm,-75.11073659,40.01351864
1788,POINT (-75.141875 40.052086),254288,248288,35,1,2019-02-07T00:50:00Z,2019-02-07,00:50:00,0,201935010532,N BROAD ST / W 65TH AV,400,Aggravated Assault Firearm,-75.1418746,40.05208644
1789,POINT (-75.15839 40.036703),254289,248289,14,2,2019-02-26T01:16:00Z,2019-02-26,01:16:00,1,201914018108,400 BLOCK E WISTER ST,400,Aggravated Assault Firearm,-75.15838998,40.03670261
1790,POINT (-75.17165300000001 39.925884),254435,250821,1,1,2019-05-06T05:14:00Z,2019-05-06,05:14:00,5,201901019554,1500 BLOCK MCKEAN ST,400,Aggravated Assault Firearm,-75.17165345,39.92588387
1791,POINT (-75.10321500000001 40.043596),254581,252938,2,2,2019-06-25T15:32:00Z,2019-06-25,15:32:00,15,201902035536,500 BLOCK ALCOTT ST,400,Aggravated Assault No Firearm,-75.10321471,40.04359585
1792,POINT (-75.07943 40.014428),254930,251708,15,1,2019-10-31T22:22:00Z,2019-10-31,22:22:00,22,201915112851,1800 BLOCK MARGARET ST,400,Aggravated Assault No Firearm,-75.07943002,40.01442801
1793,POINT (-75.193386 39.935912),254932,252106,17,2,2019-05-11T17:17:00Z,2019-05-11,17:17:00,17,201917019309,2900 BLOCK GERRITT ST,400,Aggravated Assault No Firearm,-75.19338583,39.93591232
1794,POINT (-75.242338 39.975123),254522,252091,19,2,2019-08-05T21:59:00Z,2019-08-05,21:59:00,21,201919068540,1500 BLOCK N ROBINSON ST,400,Aggravated Assault No Firearm,-75.24233791,39.97512274
1795,POINT (-75.128615 40.002604),256119,250511,25,3,2019-11-02T09:27:00Z,2019-11-02,09:27:00,9,201925089107,3400 BLOCK N FRONT ST,400,Aggravated Assault No Firearm,-75.12861495,40.00260412
1796,POINT (-75.137657 40.017026),255159,248765,25,1,2019-11-27T19:06:00Z,2019-11-27,19:06:00,19,201925096388,4300 BLOCK N MARSHALL ST,400,Aggravated Assault No Firearm,-75.13765664,40.01702646
1797,POINT (-75.151673 39.963531),255543,248363,6,1,2019-07-17T09:16:00Z,2019-07-17,09:16:00,9,201906034880,800 BLOCK WALLACE ST,400,Aggravated Assault No Firearm,-75.15167327,39.96353055
1798,POINT (-75.239302 39.893541),255555,248375,12,1,2019-08-20T03:43:00Z,2019-08-20,03:43:00,3,201912071371,8200 BLOCK BARTRAM AVE,400,Aggravated Assault Firearm,-75.23930188,39.89354119
1799,POINT (-75.154416 39.999977),255869,246726,39,3,2019-06-21T17:40:00Z,2019-06-21,17:40:00,17,201939051721,1400 BLOCK W CLEARFIELD ST,400,Aggravated Assault No Firearm,-75.15441557,39.99997726
1800,POINT (-75.219424 39.956989),255481,247132,18,3,2019-05-05T15:58:00Z,2019-05-05,15:58:00,15,201918037799,S 49TH ST / SANSOM ST,400,Aggravated Assault No Firearm,-75.21942429,39.9569888
1801,POINT (-75.11084700000001 39.992165),256150,251348,24,2,2019-08-08T19:49:00Z,2019-08-08,19:49:00,19,201924077330,3100 BLOCK FRANKFORD AVE,400,Aggravated Assault No Firearm,-75.11084666,39.99216546
1802,POINT (-75.17653199999999 39.974574),256168,251366,22,4,2019-09-03T16:14:00Z,2019-09-03,16:14:00,16,201922077865,2400 BLOCK N COLLEGE AVE,400,Aggravated Assault Firearm,-75.17653223,39.97457358
1803,POINT (-75.12237500000001 40.040549),256386,248413,35,1,2019-08-11T20:20:00Z,2019-08-11,20:20:00,20,201935073927,5900 BLOCK MASCHER ST,400,Aggravated Assault No Firearm,-75.12237528,40.04054862
1804,POINT (-75.229519 40.040069),256704,246768,5,2,2019-05-04T13:41:00Z,2019-05-04,13:41:00,13,201905007674,300 BLOCK PARKER AVE,400,Aggravated Assault No Firearm,-75.22951934,40.04006853
1805,POINT (-75.241747 39.969193),256764,247620,19,2,2019-04-29T17:56:00Z,2019-04-29,17:56:00,17,201919035869,6100 BLOCK NOBLE ST,400,Aggravated Assault Firearm,-75.2417466,39.96919251
1806,POINT (-75.21399 39.976979),257211,248060,19,3,2019-05-08T10:45:00Z,2019-05-08,10:45:00,10,201919038892,4700 BLOCK PARKSIDE AVE,400,Aggravated Assault No Firearm,-75.2139898,39.97697928
1807,POINT (-75.167367 39.981258),256950,250554,22,3,2019-02-26T08:10:00Z,2019-02-26,08:10:00,8,201922016651,1700 BLOCK N 20TH ST,400,Aggravated Assault No Firearm,-75.16736739,39.98125783
1808,POINT (-75.166132 39.969475),256860,249286,9,3,2019-02-25T23:21:00Z,2019-02-25,23:21:00,23,201909007975,1700 BLOCK WYLIE ST,400,Aggravated Assault No Firearm,-75.16613168,39.96947537
1809,POINT (-75.157257 39.994335),257217,248066,39,3,2019-07-30T22:16:00Z,2019-07-30,22:16:00,22,201939065559,2700 BLOCK N SYDENHAM ST,400,Aggravated Assault Firearm,-75.15725717,39.99433511
1810,POINT (-75.076469 40.015771),258205,250222,15,1,2019-12-06T02:47:00Z,2019-12-06,02:47:00,2,201915126826,1900 BLOCK FILLMORE PL,400,Aggravated Assault Firearm,-75.07646946,40.01577139
1811,POINT (-75.165807 40.031497),257618,247679,14,2,2019-09-05T07:38:00Z,2019-09-05,07:38:00,7,201914082926,0 BLOCK E ASHMEAD ST,400,Aggravated Assault Firearm,-75.16580745,40.03149703
1812,POINT (-75.14157299999999 40.011949),257638,248087,25,1,2019-10-03T23:34:00Z,2019-10-03,23:34:00,23,201925080147,3900 BLOCK N DARIEN ST,400,Aggravated Assault No Firearm,-75.14157346,40.0119487
1813,POINT (-75.160663 40.037654),258270,251494,14,2,2019-09-20T13:04:00Z,2019-09-20,13:04:00,13,201914087763,500 BLOCK E ASHMEAD ST,400,Aggravated Assault No Firearm,-75.16066269,40.03765397
1814,POINT (-75.17109600000001 39.987261),258216,250626,22,2,2019-07-09T06:49:00Z,2019-07-09,06:49:00,6,201922059021,2300 BLOCK EDGLEY ST,400,Aggravated Assault Firearm,-75.17109591,39.98726084
1815,POINT (-75.17109600000001 39.987261),258217,250627,22,2,2019-07-16T10:21:00Z,2019-07-16,10:21:00,10,201922061284,2300 BLOCK EDGLEY ST,400,Aggravated Assault Firearm,-75.17109591,39.98726084
1816,POINT (-75.228677 39.917444),258331,252345,12,3,2019-06-15T16:49:00Z,2019-06-15,16:49:00,16,201912048920,6600 BLOCK DOREL ST,400,Aggravated Assault No Firearm,-75.22867656,39.91744413
1817,POINT (-75.16789199999999 39.950042),258335,252738,9,1,2019-02-12T18:32:00Z,2019-02-12,18:32:00,18,201909006085,1600 BLOCK WALNUT ST,400,Aggravated Assault No Firearm,-75.16789201,39.95004161
1818,POINT (-75.172066 39.952107),258432,247311,9,2,2019-01-01T21:06:00Z,2019-01-01,21:06:00,21,201909000157,1900 BLOCK CHESTNUT ST,400,Aggravated Assault No Firearm,-75.17206605,39.95210679
1819,POINT (-75.234368 39.94085),258595,249830,12,4,2019-04-25T12:17:00Z,2019-04-25,12:17:00,12,201912031929,5800 BLOCK HADFIELD ST,400,Aggravated Assault Firearm,-75.23436835,39.94085036
1820,POINT (-75.17461900000001 39.993368),258463,247735,22,2,2019-10-20T15:23:00Z,2019-10-20,15:23:00,15,201922094022,N 26TH ST / W CUMBERLAND ST,400,Aggravated Assault No Firearm,-75.17461865,39.99336837
1821,POINT (-75.249993 39.969396),258493,248538,19,1,2019-08-28T21:22:00Z,2019-08-28,21:22:00,21,201919075805,6500 BLOCK CALLOWHILL ST,400,Aggravated Assault No Firearm,-75.24999272,39.9693961
1822,POINT (-75.18087800000001 40.031885),259357,249024,39,1,2019-09-27T08:37:00Z,2019-09-27,08:37:00,8,201939083743,5700 BLOCK WAYNE AVE,400,Aggravated Assault No Firearm,-75.18087799,40.03188461
1823,POINT (-75.192252 39.962578),258985,249435,16,1,2019-04-21T08:38:00Z,2019-04-21,08:38:00,8,201916017513,3400 BLOCK SPRING GARDEN ST,400,Aggravated Assault No Firearm,-75.1922522,39.96257838
1824,POINT (-75.18505500000001 39.990012),259095,251535,22,2,2019-01-08T18:21:00Z,2019-01-08,18:21:00,18,201922002395,N 32ND ST / W SUSQ,400,Aggravated Assault No Firearm,-75.18505461,39.99001198
1825,POINT (-75.155152 40.022238),259039,250274,39,2,2019-03-14T21:28:00Z,2019-03-14,21:28:00,21,201939021899,4400 BLOCK N 18TH ST,400,Aggravated Assault No Firearm,-75.15515193,40.02223784
1826,POINT (-75.166343 39.947835),259290,247786,9,1,2019-06-30T01:30:00Z,2019-06-30,01:30:00,1,201909026129,200 BLOCK S 15TH ST,400,Aggravated Assault No Firearm,-75.16634331,39.94783527
1827,POINT (-75.173591 40.050858),259222,246926,14,2,2019-06-16T22:15:00Z,2019-06-16,22:15:00,22,201914055816,6300 BLOCK CHEW AVE,400,Aggravated Assault No Firearm,-75.17359136,40.05085819
1828,POINT (-75.177003 39.984367),258916,248569,22,2,2019-12-02T01:20:00Z,2019-12-02,01:20:00,1,201922106262,2600 BLOCK RIDGE DR,400,Aggravated Assault No Firearm,-75.17700274,39.98436676
