,OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,LOGRECNO,geometry
299,300,42,101,002702,42101002702,27.02,Census Tract 27.02,G5020,S,367673,0,+39.9280114,-075.1495606,10368,"POLYGON ((-8365390.202342506 4855079.518384824, -8365380.02957546 4855140.841078721, -8365366.577776683 4855202.389892485, -8365355.209706407 4855260.212842607, -8365349.910106428 4855291.966978614, -8365341.54508921 4855337.867037741, -8365324.515215611 4855437.73591978, -8365319.365269405 4855466.486471584, -8365293.305244206 4855612.90307281, -8365291.938320242 4855629.666099953, -8365266.108268999 4855780.37582896, -8365260.833508363 4855793.259134015, -8365256.042359736 4855809.433063118, -8365233.729899895 4855968.382257845, -8365293.209562511 4855979.057736374, -8365360.934769413 4855990.914110863, -8365414.179569235 4855999.827243751, -8365468.480529523 4856009.584804211, -8365518.445895864 4856017.819850573, -8365585.4090931 4856029.443007397, -8365629.862354805 4856036.984201943, -8365805.80044864 4856068.080729229, -8365818.89793718 4855995.355957814, -8365837.86272862 4855890.172306697, -8365847.063535715 4855830.379580989, -8365855.527137586 4855776.207739392, -8365858.078400635 4855760.334706018, -8365866.293953938 4855712.065670347, -8365877.850440035 4855647.647024798, -8365886.349024812 4855596.925277594, -8365897.213547416 4855535.166812377, -8365927.888150306 4855359.906967763, -8365938.336770345 4855299.72562286, -8365948.400185764 4855243.451678067, -8365958.353915305 4855182.710349387, -8365968.627517493 4855122.71492548, -8365976.863436531 4855067.292796616, -8365987.206517301 4855004.291945589, -8365891.06759204 4854988.120556303, -8365809.432177598 4854974.461890477, -8365671.279533905 4854949.935331403, -8365593.728421793 4854935.776630362, -8365419.813554673 4854907.889390009, -8365410.469196264 4854963.947352992, -8365401.555820077 4855011.641147375, -8365390.202342506 4855079.518384824))"
300,301,42,101,003002,42101003002,30.02,Census Tract 30.02,G5020,S,226951,0,+39.9327263,-075.1711915,10373,"POLYGON ((-8367710.783237768 4855844.195204419, -8367680.514608793 4856023.604004503, -8367650.303776804 4856202.666857753, -8367623.734734096 4856379.158533517, -8367715.921717289 4856395.165057777, -8367802.456619005 4856409.987961445, -8367880.826524598 4856422.353765696, -8367924.377475096 4856429.671601734, -8367978.733095314 4856439.038042884, -8368044.024760207 4856449.781927641, -8368093.178648303 4856458.657076717, -8368152.273575083 4856468.389515531, -8368214.417784212 4856478.930147932, -8368266.878849656 4856486.255791793, -8368328.397171826 4856498.721317735, -8368350.074897927 4856373.921535488, -8368357.702916343 4856321.441108704, -8368367.246844973 4856263.272625465, -8368376.285701291 4856206.824936221, -8368386.813087862 4856142.962335966, -8368416.744019191 4855966.474073648, -8368356.35319559 4855956.132643372, -8368303.411063379 4855947.447620403, -8368241.558703966 4855936.929914308, -8368179.345732575 4855926.339648407, -8368128.318588031 4855917.904191679, -8368067.765213151 4855906.509712926, -8368005.013557103 4855896.686715836, -8367955.710589591 4855888.399694691, -8367891.721537133 4855877.360391231, -8367832.874786046 4855867.780233413, -8367803.906073893 4855863.00362885, -8367784.060130208 4855859.408069439, -8367710.783237768 4855844.195204419))"
301,302,42,101,003001,42101003001,30.01,Census Tract 30.01,G5020,S,226547,0,+39.9290640,-075.1719912,10372,"POLYGON ((-8367770.296111596 4855491.438781854, -8367755.038719328 4855581.875967862, -8367740.400620308 4855668.642727514, -8367710.783237768 4855844.195204419, -8367784.060130208 4855859.408069439, -8367803.906073893 4855863.00362885, -8367832.874786046 4855867.780233413, -8367891.721537133 4855877.360391231, -8367955.710589591 4855888.399694691, -8368005.013557103 4855896.686715836, -8368067.765213151 4855906.509712926, -8368128.318588031 4855917.904191679, -8368179.345732575 4855926.339648407, -8368241.558703966 4855936.929914308, -8368303.411063379 4855947.447620403, -8368356.35319559 4855956.132643372, -8368416.744019191 4855966.474073648, -8368426.345919974 4855905.23459728, -8368436.588682624 4855851.148732694, -8368446.662157707 4855789.333989386, -8368455.834634903 4855727.200253739, -8368464.771918952 4855674.222244414, -8368475.245890771 4855612.158060667, -8368485.762944434 4855549.669516002, -8368495.150248524 4855495.792005226, -8368505.636331469 4855434.352895232, -8368445.54945582 4855424.771347932, -8368330.491940784 4855404.781969137, -8368267.837879115 4855393.815423577, -8368216.291022416 4855386.643687896, -8368155.329230919 4855374.8123028, -8368095.21803342 4855366.080049821, -8368042.052498642 4855356.211384771, -8367980.615558098 4855346.130714099, -8367921.827248376 4855335.70136955, -8367873.371336426 4855328.618658382, -8367800.40325697 4855312.976629424, -8367770.296111596 4855491.438781854))"
302,303,42,101,002802,42101002802,28.02,Census Tract 28.02,G5020,S,362690,0,+39.9288001,-075.1614073,10370,"POLYGON ((-8367211.278499842 4855698.783490871, -8367298.466250005 4855603.194582075, -8367316.809428131 4855593.102136688, -8367330.279111085 4855565.956105766, -8367398.258508353 4855493.188027368, -8367449.1047984 4855437.312442636, -8367530.645879817 4855346.355438266, -8367545.108508706 4855336.559675952, -8367560.760286505 4855311.863033785, -8367591.541604777 4855280.058549694, -8367558.408635566 4855273.868615288, -8367504.022614407 4855265.804630786, -8367445.936001576 4855256.066548965, -8367383.561458237 4855244.349302641, -8367322.836054458 4855235.071943643, -8367270.5109459 4855225.119771202, -8367209.322671714 4855214.844816404, -8367146.628196017 4855204.108086877, -8367106.844081338 4855197.486373097, -8367096.044115948 4855194.500495807, -8367033.466147983 4855184.372703015, -8366858.321630016 4855154.882781282, -8366684.618478351 4855125.059886793, -8366673.166328275 4855186.19691159, -8366664.446618806 4855240.603397301, -8366654.31106918 4855301.914234512, -8366643.006594105 4855365.670202156, -8366641.260627884 4855375.24638675, -8366633.496893222 4855423.002621178, -8366624.747000975 4855479.769435708, -8366613.996842127 4855541.588887152, -8366604.949707302 4855595.120840647, -8366594.45402717 4855657.251945651, -8366583.568882286 4855718.877141115, -8366574.857258751 4855773.003677016, -8366564.120800438 4855833.866944302, -8366554.439674565 4855893.35295391, -8366533.153770931 4856011.186010319, -8366525.771044211 4856058.935283463, -8366520.41583721 4856088.712066258, -8366517.106370131 4856111.48176865, -8366511.403035232 4856140.098541575, -8366503.596826172 4856188.551311376, -8366677.662254284 4856219.356349046, -8366719.383081986 4856226.714606085, -8366857.820991133 4856077.797652138, -8366868.600996139 4856068.706104942, -8366889.752717118 4856040.439150758, -8367012.876170781 4855911.542429068, -8367020.990587624 4855903.366650756, -8367062.308655783 4855856.956318084, -8367083.232156412 4855835.875560745, -8367107.495739916 4855809.778792927, -8367128.716510504 4855787.54973685, -8367151.647926927 4855761.092955543, -8367163.287972895 4855751.938530187, -8367211.278499842 4855698.783490871))"
303,304,42,101,980700,42101980700,9807,Census Tract 9807,G5020,S,5957147,1730038,+39.9104684,-075.1431656,10715,"POLYGON ((-8364006.555041985 4855576.317115028, -8364700.600667393 4855694.244163997, -8364999.437967765 4855744.811329368, -8365028.994237184 4855751.253994932, -8365045.321884023 4855754.813151825, -8365056.870396682 4855763.210634017, -8365163.647594661 4855781.027062136, -8365178.585114691 4855783.773373069, -8365199.831952886 4855787.679789493, -8365226.962570701 4855792.668008984, -8365236.232241625 4855794.372264682, -8365260.833508363 4855793.259134015, -8365266.108268999 4855780.37582896, -8365291.938320242 4855629.666099953, -8365293.305244206 4855612.90307281, -8365319.365269405 4855466.486471584, -8365324.515215611 4855437.73591978, -8365341.54508921 4855337.867037741, -8365349.910106428 4855291.966978614, -8365355.209706407 4855260.212842607, -8365366.577776683 4855202.389892485, -8365380.02957546 4855140.841078721, -8365390.202342506 4855079.518384824, -8365401.555820077 4855011.641147375, -8365410.469196264 4854963.947352992, -8365419.813554673 4854907.889390009, -8365399.854266961 4854904.300294411, -8365379.310420759 4854900.606099786, -8365363.930923877 4854897.636519585, -8365351.827165529 4854895.663827116, -8365316.122375253 4854889.24307654, -8365347.109669517 4854714.415455504, -8365365.795405824 4854595.36403281, -8365373.988594909 4854543.071430552, -8365402.913649197 4854364.668630536, -8365424.514404503 4854366.933708431, -8365433.310893296 4854368.488603694, -8365433.313547375 4854323.243743042, -8365423.98209106 4854243.111283717, -8365416.647381349 4854180.126380105, -8365274.562183893 4854156.750754751, -8365303.150477841 4853988.132108724, -8365305.157364144 4853976.92538516, -8365336.158478522 4853794.038367937, -8365365.900024205 4853612.415278086, -8365372.502504921 4853571.581965918, -8365398.686623578 4853412.262604244, -8365436.911734199 4853418.712762813, -8365451.204671866 4853421.124537055, -8365453.990303017 4853408.405721572, -8365458.663827028 4853384.357668932, -8365502.968998268 4853164.917976638, -8365520.456166181 4853080.028402625, -8365528.303330104 4853027.78681374, -8365534.540627251 4852974.48694671, -8365537.667172987 4852947.769094954, -8365553.941646501 4852775.689397568, -8365569.599829189 4852671.1405941, -8365599.294292851 4852677.722240058, -8365609.613917891 4852680.009462739, -8365790.106081561 4852720.012077334, -8365868.966227797 4852737.488894034, -8366073.704178059 4852809.209625604, -8366162.890521869 4852840.802530825, -8366397.560089911 4852893.775624996, -8366641.915253062 4852962.735368602, -8366682.731269606 4852974.253446551, -8366687.270161555 4852975.534351513, -8366744.142066946 4852988.271728128, -8366793.830221582 4852997.438837362, -8366861.119333533 4853010.476196749, -8366870.108481155 4853012.182399482, -8367012.239159156 4853035.172206521, -8367383.589515102 4853095.87890437, -8367386.940016594 4853075.911395581, -8367325.459870908 4853065.595898261, -8367299.343616453 4853053.462957047, -8367278.55569513 4853047.902786673, -8367237.148218137 4853031.013550402, -8367210.806621931 4853018.691368595, -8367182.086718199 4853003.41219786, -8367166.742837032 4852994.300223958, -8367155.503166074 4852985.308954264, -8367148.367953947 4852976.438410261, -8367143.731357895 4852966.404222107, -8367141.569458599 4852956.03028033, -8367144.789563768 4852930.143091634, -8367151.522526445 4852886.549453643, -8367150.515727023 4852860.614347569, -8367219.8500529 4852450.466310041, -8367290.024939873 4852038.327715611, -8367403.279044784 4851362.011199993, -8367476.775340212 4851321.496493759, -8367683.288619413 4851288.148721035, -8367860.110492744 4851265.588622201, -8367943.902638623 4851261.149168943, -8367985.0402283 4851255.466451019, -8368042.946445794 4851256.05501967, -8368094.629503469 4851257.496256267, -8368132.224750857 4851260.698199658, -8368216.91906128 4851268.774770498, -8368361.819262079 4851293.142848579, -8368422.001852898 4851303.439228487, -8368422.768771329 4851293.926819093, -8368424.970328083 4851282.622543641, -8368427.174261929 4851262.948533048, -8368433.934002912 4851219.890880126, -8368438.544251287 4851203.176389326, -8368338.611211232 4851184.374513641, -8368217.3397242 4851162.052446416, -8368182.25716948 4851147.221206232, -8368147.261883621 4851132.128588313, -8368112.187946522 4851117.272286465, -8368076.869317137 4851103.149462812, -8368041.081955141 4851090.357287515, -8368004.404985303 4851079.938196078, -8367967.19479495 4851071.798296572, -8367929.649317269 4851065.883114505, -8367896.895249659 4851062.489999358, -8367853.692268095 4851060.337327549, -8367815.685901851 4851058.751927021, -8367777.678547347 4851057.178377659, -8367739.670476068 4851055.616295221, -8367701.661565374 4851054.065414635, -8367663.651960479 4851052.525217192, -8367625.641546359 4851050.995176547, -8367587.630334322 4851049.474900852, -8367549.618461971 4851047.964132612, -8367511.606078355 4851046.462222535, -8367473.59293075 4851044.968901735, -8367435.579290714 4851043.483785925, -8367397.565047082 4851042.006218191, -8367359.550203568 4851040.536067874, -8367321.534913066 4851039.072555035, -8367283.519179298 4851037.615549049, -8367245.503143732 4851036.164661861, -8367207.486568958 4851034.719102058, -8367169.469584995 4851033.278873457, -8367131.452344797 4851031.843196134, -8367093.434852093 4851030.411939465, -8367055.416995808 4851028.984446478, -8367017.398917452 4851027.560329135, -8366979.380754706 4851026.139329989, -8366941.362262574 4851024.720918904, -8366903.34371652 4851023.304581027, -8366865.324997855 4851021.889920671, -8366827.30624429 4851020.476680379, -8366637.212575153 4851013.41493341, -8366485.139406216 4851007.74569759, -8366181.014105369 4850996.509005894, -8365829.803036318 4850935.818752006, -8365338.327232337 4850850.646616819, -8365206.26268752 4850827.844274999, -8365168.776157528 4850821.338812226, -8365022.847705784 4850795.800270084, -8365018.830696418 4850795.31439682, -8365017.059087097 4850790.866992353, -8365012.49499057 4850788.690586684, -8364437.416367725 4850694.397542235, -8363899.735111848 4850608.254479003, -8363790.128361834 4850880.310108946, -8363628.946748575 4851355.629933043, -8363570.728891744 4851536.254712753, -8363479.031786356 4851838.231293973, -8363416.260846023 4852094.90831051, -8363399.257061092 4852184.481457034, -8363366.316417119 4852384.293518465, -8363353.85336564 4852494.733403611, -8363348.009469212 4852614.605995301, -8363344.121985674 4852746.081653563, -8363355.456133561 4853062.707759717, -8363364.876710758 4853210.747182276, -8363379.438587897 4853340.471804651, -8363400.007161397 4853500.391433691, -8363432.38540373 4853727.622352483, -8363454.319324147 4853841.41104821, -8363492.710719496 4854015.035196864, -8363517.846547749 4854104.211561635, -8363586.995283865 4854332.550648555, -8363879.657359973 4855170.228585048, -8363926.061838741 4855312.470888781, -8364006.555041985 4855576.317115028))"
304,305,42,101,002701,42101002701,27.01,Census Tract 27.01,G5020,S,224840,0,+39.9285526,-075.1537033,10367,"POLYGON ((-8365847.063535715 4855830.379580989, -8365837.86272862 4855890.172306697, -8365818.89793718 4855995.355957814, -8365805.80044864 4856068.080729229, -8365866.476642894 4856078.035379708, -8365922.610009286 4856087.681237374, -8365982.187241484 4856097.22927494, -8366048.134361607 4856109.320953637, -8366100.405608319 4856117.985720181, -8366155.936296742 4856127.933859941, -8366167.268650717 4856067.198582014, -8366176.974603143 4856012.542598953, -8366187.1477391 4855951.974840217, -8366197.231102205 4855890.175262451, -8366206.42295948 4855839.32639844, -8366216.294771967 4855774.350025784, -8366226.873667126 4855711.473199286, -8366235.919018545 4855659.561965197, -8366247.164886915 4855597.062345572, -8366257.605123306 4855535.216211479, -8366268.122238874 4855480.005898951, -8366277.382597712 4855420.971635967, -8366287.300156555 4855358.606420471, -8366297.672010942 4855304.14170473, -8366307.524466719 4855243.240950381, -8366318.550218907 4855179.895883544, -8366327.52880782 4855128.116581413, -8366338.522382118 4855065.86299036, -8366163.79972479 4855035.594986596, -8365987.206517301 4855004.291945589, -8365976.863436531 4855067.292796616, -8365968.627517493 4855122.71492548, -8365958.353915305 4855182.710349387, -8365948.400185764 4855243.451678067, -8365938.336770345 4855299.72562286, -8365927.888150306 4855359.906967763, -8365897.213547416 4855535.166812377, -8365886.349024812 4855596.925277594, -8365877.850440035 4855647.647024798, -8365866.293953938 4855712.065670347, -8365858.078400635 4855760.334706018, -8365855.527137586 4855776.207739392, -8365847.063535715 4855830.379580989))"
305,306,42,101,980600,42101980600,9806,Census Tract 9806,G5020,S,1286624,0,+39.9055378,-075.1707151,10714,"POLYGON ((-8368186.280880434 4852680.764472241, -8368203.263211738 4852575.938272364, -8368246.470458657 4852583.756008985, -8368284.647234501 4852587.10178033, -8368472.391093235 4852619.791631592, -8368555.082059417 4852633.425499457, -8368636.008474714 4852646.87066605, -8368736.671561682 4852664.966424055, -8368787.471510626 4852673.033731685, -8368833.963718105 4852680.740102732, -8369311.327490447 4852758.837013553, -8369376.773353552 4852382.787748866, -8368347.38403564 4852210.975599177, -8368324.48433878 4852210.899196278, -8368283.430712407 4852205.240318057, -8368271.12146253 4852203.033059133, -8368273.323072728 4852193.643027618, -8368280.71520207 4852180.941992578, -8368282.426439246 4852155.024493775, -8368299.260436014 4852039.240448292, -8368305.938757743 4852007.925975719, -8368311.394334483 4851972.052910842, -8368317.195876115 4851954.74947133, -8368320.299911145 4851927.067988381, -8368332.309665449 4851844.910386558, -8368371.004400111 4851644.382010129, -8368375.538313361 4851600.183214807, -8368384.197352606 4851533.240792788, -8368397.295271408 4851459.490985479, -8368418.614042946 4851325.833740409, -8368422.001852898 4851303.439228487, -8368361.819262079 4851293.142848579, -8368216.91906128 4851268.774770498, -8368130.722859992 4851260.443944012, -8368094.629503469 4851257.496256267, -8368041.444561729 4851255.800619809, -8367985.0402283 4851255.466451019, -8367935.697648925 4851261.583888757, -8367860.110492744 4851265.588622201, -8367683.288619413 4851288.148721035, -8367475.273456983 4851321.242136033, -8367403.279044784 4851362.011199993, -8367290.024939873 4852038.327715611, -8367218.347874362 4852450.211880184, -8367150.515727023 4852860.614347569, -8367151.522526445 4852886.549453643, -8367144.789563768 4852930.143091634, -8367141.569458599 4852956.03028033, -8367143.731357895 4852966.404222107, -8367148.367953947 4852976.438410261, -8367155.503166074 4852985.308954264, -8367166.742837032 4852994.300223958, -8367182.086718199 4853003.41219786, -8367210.806621931 4853018.691368595, -8367237.148218137 4853031.013550402, -8367278.55569513 4853047.902786673, -8367299.343616453 4853053.462957047, -8367325.459870908 4853065.595898261, -8367386.940016594 4853075.911395581, -8367383.589515102 4853095.87890437, -8367604.960714474 4853131.95346714, -8367645.446099242 4853136.441533715, -8367699.248146523 4853145.506297918, -8367943.037866114 4853188.319756486, -8367981.204785831 4853195.251614889, -8368100.028188536 4853214.115845542, -8368101.824129771 4853198.372977012, -8368137.296070528 4853204.422714889, -8368150.003872268 4853124.1548921, -8368124.711415385 4853114.738730839, -8368114.669602918 4853109.946597015, -8368057.67660651 4853100.336578536, -8368012.954978838 4853092.409049118, -8367968.320867296 4853085.325612193, -8367925.654123418 4853077.116931291, -8367879.204558796 4853068.518687639, -8367855.520453142 4853064.563057114, -8367886.806060909 4852878.323805607, -8367937.426195368 4852886.895538874, -8367974.681045868 4852665.134059525, -8368180.816471572 4852700.256910851, -8368186.280880434 4852680.764472241))"
306,307,42,101,033701,42101033701,337.01,Census Tract 337.01,G5020,S,973653,0,+40.0672105,-075.0482983,10648,"POLYGON ((-8353967.288755181 4875408.605402905, -8354100.2502106 4875504.833194644, -8354313.305307739 4875656.394683499, -8354259.689360632 4875734.974231389, -8354236.338101634 4875778.215707209, -8354228.601702051 4875797.60994257, -8354225.51654774 4875805.750784974, -8354223.492124132 4875820.96456848, -8354222.342489601 4875871.457651621, -8354223.306629325 4875892.645908523, -8354223.989502233 4875905.641585119, -8354224.927623441 4875913.169560184, -8354226.586794599 4875923.416329592, -8354227.904991051 4875930.074292716, -8354229.406511991 4875936.692937489, -8354231.406043394 4875944.42237505, -8354238.894813449 4875967.161073392, -8354296.06789792 4876125.938693951, -8354230.012683341 4876213.046600262, -8354122.848212413 4876135.819077284, -8354071.178623128 4876100.446195335, -8354060.998493188 4876095.596741555, -8354046.889905239 4876092.570658811, -8354030.122443407 4876092.054994323, -8354011.986351673 4876094.089418016, -8353996.350820707 4876098.792934344, -8353983.235472803 4876105.51801094, -8353975.239794607 4876113.696733135, -8353959.695114742 4876138.726705898, -8353906.058394358 4876278.342572356, -8353890.209365903 4876315.817319796, -8353877.824692953 4876349.432704562, -8353867.286779298 4876384.961969784, -8353864.38392025 4876411.235586329, -8353864.500529464 4876441.820232848, -8353865.666519333 4876472.43739555, -8353872.176077762 4876500.055394322, -8353879.154346751 4876517.684558447, -8353887.393565465 4876532.903225444, -8353894.002280083 4876544.770801499, -8354052.652628319 4876813.877613051, -8354079.761411649 4876867.494749493, -8354091.755977422 4876851.264384239, -8354184.232273438 4876995.787359629, -8354215.062265925 4877029.41136452, -8354246.06606652 4877054.871263655, -8354361.863392557 4876905.095230429, -8354397.190887093 4876859.300325518, -8354431.503451449 4876817.245159431, -8354467.344521827 4876770.823248084, -8354500.347170335 4876729.775467688, -8354569.075449783 4876641.898044709, -8354607.81670349 4876590.671831436, -8354638.799214923 4876551.182738154, -8354684.906017682 4876491.964635477, -8354719.471902309 4876447.052009331, -8354579.462609218 4876340.587824482, -8354632.893255997 4876266.263276943, -8354684.17680414 4876192.485370425, -8354736.875097664 4876119.363411676, -8354752.861226145 4876073.545321652, -8354760.951794134 4876024.448408271, -8354764.4051833 4875971.879236917, -8354776.186262678 4875924.793926063, -8354785.783651104 4875900.641959129, -8354804.171711324 4875874.219985459, -8354837.887018761 4875830.199757053, -8354888.902162574 4875757.341493211, -8354916.941846732 4875719.875393054, -8354942.403483958 4875684.627249685, -8355000.583852661 4875602.405460375, -8355064.505029107 4875515.844175971, -8355131.29813165 4875424.269121387, -8354715.602893753 4875123.39056722, -8354029.612276956 4874617.603435462, -8353970.513036914 4874575.180686881, -8353959.741696515 4874573.691500518, -8353953.160294514 4874572.425685402, -8353945.777089199 4874571.400973257, -8353930.689319939 4874571.202715114, -8353923.505868989 4874572.310974577, -8353916.538450712 4874574.257531734, -8353897.241950611 4874573.895529205, -8353890.723614573 4874572.813250409, -8353886.604508569 4874579.693994598, -8353882.493384039 4874590.409445247, -8353817.091463068 4874784.284150682, -8353772.786309094 4874915.33264264, -8353738.853270529 4875016.657972024, -8353687.614763121 4875171.538297693, -8353627.312397272 4875347.551751059, -8353644.10092368 4875353.143359398, -8353710.465700773 4875389.112087952, -8353743.810723706 4875394.808147467, -8353770.671287984 4875395.034587478, -8353918.528645036 4875373.643327342, -8353967.288755181 4875408.605402905))"
307,308,42,101,033702,42101033702,337.02,Census Tract 337.02,G5020,S,1057798,0,+40.0707532,-075.0578212,10649,"POLYGON ((-8356668.94010209 4876338.892460511, -8356733.462103359 4876246.534739044, -8356800.273333034 4876153.12526979, -8356633.586873997 4876048.599757122, -8356513.477697311 4875969.400968214, -8356460.098487821 4875935.905601856, -8356287.049152382 4875801.592092028, -8356138.214852951 4875686.09606271, -8356092.928683855 4875651.077332969, -8355979.674668376 4875560.097517276, -8355883.301301419 4875693.338506344, -8355765.757298432 4875847.873077217, -8355710.156181951 4875815.418496438, -8355662.039692334 4875788.677278925, -8355610.186587702 4875758.4551191, -8355554.460388701 4875727.84858308, -8355131.29813165 4875424.269121387, -8355064.505029107 4875515.844175971, -8355000.583852661 4875602.405460375, -8354942.403483958 4875684.627249685, -8354916.941846732 4875719.875393054, -8354888.902162574 4875757.341493211, -8354837.887018761 4875830.199757053, -8354804.171711324 4875874.219985459, -8354785.783651104 4875900.641959129, -8354776.186262678 4875924.793926063, -8354764.4051833 4875971.879236917, -8354760.951794134 4876024.448408271, -8354752.861226145 4876073.545321652, -8354736.875097664 4876119.363411676, -8354684.17680414 4876192.485370425, -8354632.893255997 4876266.263276943, -8354579.462609218 4876340.587824482, -8354719.471902309 4876447.052009331, -8354684.906017682 4876491.964635477, -8354638.799214923 4876551.182738154, -8354607.81670349 4876590.671831436, -8354569.075449783 4876641.898044709, -8354500.347170335 4876729.775467688, -8354467.344521827 4876770.823248084, -8354431.503451449 4876817.245159431, -8354397.190887093 4876859.300325518, -8354361.863392557 4876905.095230429, -8354246.06606652 4877054.871263655, -8354215.062265925 4877029.41136452, -8354184.232273438 4876995.787359629, -8354091.755977422 4876851.264384239, -8354064.345258675 4876889.28961959, -8354059.656688844 4876896.107756899, -8354202.034450172 4877085.667292237, -8354334.059358049 4877144.150724623, -8354455.286362783 4877144.441635994, -8355158.603046455 4876680.511718325, -8355190.177058799 4876607.803480465, -8355228.878210182 4876558.91385811, -8355478.16225154 4876809.295359276, -8355486.500477565 4876794.752067893, -8355525.834307976 4876756.317252028, -8355573.512233674 4876711.795458264, -8355661.096407938 4876627.27092799, -8355704.915405797 4876588.444766476, -8355800.848273259 4876506.289305382, -8355854.802925113 4876463.016365861, -8355941.918360131 4876393.803467749, -8355988.252687561 4876358.753202377, -8356037.822260714 4876321.159361915, -8356090.563005225 4876283.13379621, -8356154.818651043 4876238.589288779, -8356147.647708953 4876232.028466125, -8356224.757167096 4876187.392876624, -8356588.403147351 4876418.110663147, -8356590.831722026 4876420.03012656, -8356591.89607366 4876420.92256668, -8356592.944850461 4876421.833537755, -8356593.977669022 4876422.762765951, -8356594.994149913 4876423.709846496, -8356595.993901822 4876424.674767459, -8356597.942491523 4876426.656273447, -8356603.191089829 4876432.78614271, -8356668.94010209 4876338.892460511))"
308,309,42,101,031502,42101031502,315.02,Census Tract 315.02,G5020,S,578101,0,+40.0392658,-075.0548693,10629,"POLYGON ((-8355005.214779656 4872404.794754719, -8355076.540062496 4872318.490260521, -8355152.512175759 4872221.457633401, -8355189.883735202 4872169.493068878, -8355209.588968603 4872142.631484234, -8355257.009298617 4872080.503385155, -8355274.859605946 4872057.438091563, -8355327.474672676 4871991.950835002, -8355474.639015428 4871810.049615989, -8355480.422090348 4871803.32003364, -8355507.039893944 4871772.629703764, -8355542.098629029 4871729.205697354, -8355619.020494472 4871634.549404317, -8355684.142307365 4871554.288496641, -8355757.279326373 4871464.286532065, -8355744.560673755 4871448.926283774, -8355701.639236992 4871416.970970263, -8355661.263999823 4871388.382829258, -8355626.391893787 4871360.697908937, -8355481.837086567 4871256.202619864, -8355301.792122367 4871125.778246265, -8355121.818136908 4870993.178449526, -8354940.118453451 4870862.983889584, -8354933.888742259 4870870.631425392, -8354905.781739598 4870909.708865606, -8354875.551511827 4870952.211476162, -8354869.962702009 4870958.73817743, -8354809.261452141 4871043.802220502, -8354747.619496985 4871128.754988572, -8354927.011034921 4871259.964602725, -8354897.59988727 4871301.17637069, -8354864.516219669 4871348.518310635, -8354794.61473794 4871445.290426509, -8354728.368700116 4871536.441591624, -8354696.757634488 4871580.368627731, -8354663.977486436 4871625.870819778, -8354596.666370531 4871719.658238572, -8354538.323444303 4871799.576007986, -8354483.205145122 4871875.326972463, -8354429.080745861 4871952.532259155, -8354419.787997492 4871963.447381091, -8354599.694275008 4872097.350478947, -8354686.753934753 4872163.401404079, -8354767.754849795 4872224.878064117, -8354776.022610527 4872233.685142126, -8354874.630077543 4872305.377791612, -8354980.267535169 4872386.99108687, -8355005.214779656 4872404.794754719))"
309,310,42,101,031401,42101031401,314.01,Census Tract 314.01,G5020,S,594849,0,+40.0457134,-075.0665728,10626,"POLYGON ((-8356193.428090895 4871912.107082434, -8356188.628742853 4871918.742980612, -8356124.318967697 4872001.756160584, -8356091.077530334 4872046.969777559, -8356062.247842162 4872083.631480346, -8355991.170300695 4872179.905990859, -8355952.47665369 4872224.868492485, -8355921.552231251 4872265.817394949, -8355888.366617318 4872311.70857006, -8355855.623284427 4872355.631927264, -8355898.49563959 4872386.307851996, -8355930.272800019 4872410.595809125, -8355964.052090539 4872435.245726126, -8355996.573500968 4872458.662740806, -8356032.84889604 4872484.477208138, -8356062.535628629 4872506.282521925, -8356137.847890755 4872560.980326024, -8355999.143260797 4872739.552454931, -8355855.488014392 4872925.890139211, -8355794.268447338 4873006.440952042, -8355906.579972683 4873088.260279689, -8356023.963616226 4873175.97208011, -8356032.790168341 4873177.938086469, -8356039.425470294 4873182.0183164, -8356067.621161527 4873202.090643094, -8356107.226953589 4873231.00186545, -8356148.935204726 4873261.408885786, -8356180.349637162 4873283.985376796, -8356212.477754273 4873308.768078824, -8356242.700937069 4873329.781411806, -8356281.907722196 4873358.75228663, -8356314.304208366 4873383.921316635, -8356386.107451971 4873290.953042312, -8356450.940944288 4873208.133824865, -8356517.640712576 4873117.730439061, -8356584.705832089 4873027.428092589, -8356651.396073521 4872937.268150488, -8356719.781943599 4872845.803494789, -8356787.990926151 4872750.020839181, -8356853.125361393 4872662.238322538, -8356917.453206273 4872579.260391562, -8356984.829341733 4872488.553366053, -8357048.918141466 4872396.915844173, -8356962.165451817 4872333.544694586, -8356933.797460556 4872313.918602752, -8356899.735430584 4872288.176046154, -8356824.945538297 4872233.817603562, -8356793.026324334 4872209.317105644, -8356757.436277537 4872184.03688147, -8356727.449392604 4872162.521876927, -8356694.284260097 4872139.107123292, -8356664.784254267 4872116.967748415, -8356628.053988039 4872091.26967298, -8356593.700839456 4872066.716125184, -8356557.960083458 4872040.851944834, -8356529.970698467 4872019.355478601, -8356494.242865581 4871995.666979179, -8356464.457456736 4871972.939624618, -8356427.752420271 4871946.550402705, -8356393.438167953 4871919.91713025, -8356356.513962938 4871894.197647905, -8356318.640383549 4871863.958951575, -8356262.544884907 4871822.29286318, -8356224.922004312 4871870.865594806, -8356193.428090895 4871912.107082434))"
